InvoiceNo,CustomerID,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,InvoiceDate,Country,Revenue
INV204067,10051,7118,Product_27,Home,Loreal,4,111.97,19-06-2023 11:00,India,447.88
INV204068,10197,4982,Product_230,Electronics,Loreal,6,252.8,19-06-2023 12:00,India,1516.8
INV204069,10821,6582,Product_104,Accessories,Samsung,5,248.2,19-06-2023 13:00,India,1241
INV204070,10623,1928,Product_86,Accessories,Apple,5,127.66,19-06-2023 14:00,UK,638.3
INV204071,10345,3558,Product_253,Home,LG,4,175.73,19-06-2023 15:00,France,702.92
INV204072,10837,1200,Product_253,Electronics,Loreal,3,269.44,19-06-2023 16:00,India,808.32
INV204073,10248,1093,Product_35,Electronics,LG,1,419.83,19-06-2023 17:00,UK,419.83
INV204074,10157,1303,Product_127,Home,Philips,4,499.97,19-06-2023 18:00,USA,1999.88
INV204075,10858,9056,Product_279,Electronics,Nike,1,461.41,19-06-2023 19:00,India,461.41
INV204076,10958,3931,Product_87,Electronics,Nike,3,356.58,19-06-2023 20:00,Germany,1069.74
INV204077,10460,1724,Product_202,Beauty,Philips,6,438,19-06-2023 21:00,India,2628
INV204078,10916,3307,Product_138,Electronics,Sony,1,43.92,19-06-2023 22:00,USA,43.92
INV204079,10183,2718,Product_55,Electronics,Samsung,7,368.23,19-06-2023 23:00,Germany,2577.61
INV204080,10472,8284,Product_197,Fashion,Loreal,5,41.79,20-06-2023 00:00,UK,208.95
INV204081,10991,3428,Product_150,Grocery,LG,4,41.33,20-06-2023 01:00,Germany,165.32
INV204082,10634,5465,Product_187,Grocery,Philips,2,424.13,20-06-2023 02:00,UK,848.26
INV204083,10897,6633,Product_163,Accessories,Loreal,5,432.1,20-06-2023 03:00,UK,2160.5
INV204084,10446,9992,Product_276,Beauty,Nike,3,46.07,20-06-2023 04:00,USA,138.21
INV204085,10438,9569,Product_7,Fashion,Nike,3,35.24,20-06-2023 05:00,Germany,105.72
INV204086,10010,7561,Product_126,Grocery,Nike,3,417.94,20-06-2023 06:00,Germany,1253.82
INV204087,10623,4769,Product_86,Electronics,Sony,6,310.72,20-06-2023 07:00,India,1864.32
INV204088,10118,2777,Product_126,Accessories,Apple,7,362.95,20-06-2023 08:00,India,2540.65
INV204089,10671,5689,Product_258,Grocery,Loreal,4,338.87,20-06-2023 09:00,France,1355.48
INV204090,10197,2179,Product_35,Electronics,Samsung,1,368.74,20-06-2023 10:00,France,368.74
INV204091,10991,6924,Product_28,Accessories,Adidas,4,27.54,20-06-2023 11:00,USA,110.16
INV204092,10687,2466,Product_106,Fashion,LG,7,427.52,20-06-2023 12:00,UK,2992.64
INV204093,10176,3789,Product_101,Beauty,LG,6,43.61,20-06-2023 13:00,Germany,261.66
INV204094,10394,6159,Product_141,Fashion,Loreal,1,413.34,20-06-2023 14:00,Germany,413.34
INV204095,10552,9170,Product_78,Accessories,Samsung,1,45.6,20-06-2023 15:00,USA,45.6
INV204096,10485,5451,Product_297,Electronics,Samsung,1,50.01,20-06-2023 16:00,Germany,50.01
INV204097,10153,2087,Product_46,Accessories,Apple,6,268.21,20-06-2023 17:00,India,1609.26
INV204098,10584,7759,Product_279,Electronics,LG,1,104.36,20-06-2023 18:00,USA,104.36
INV204099,10251,4048,Product_236,Electronics,LG,4,362.86,20-06-2023 19:00,India,1451.44
INV204100,10087,5600,Product_107,Beauty,Samsung,6,334.61,20-06-2023 20:00,USA,2007.66
INV204101,10406,7638,Product_288,Grocery,LG,3,230.99,20-06-2023 21:00,UK,692.97
INV204102,10177,6477,Product_293,Fashion,Sony,5,409.86,20-06-2023 22:00,UK,2049.3
INV204103,10439,6634,Product_263,Grocery,Sony,4,437.78,20-06-2023 23:00,India,1751.12
INV204104,10634,7368,Product_127,Beauty,Sony,1,311.85,21-06-2023 00:00,India,311.85
INV204105,10600,2608,Product_124,Fashion,Loreal,5,19.87,21-06-2023 01:00,UK,99.35
INV204106,10499,5241,Product_165,Electronics,Samsung,4,137.35,21-06-2023 02:00,India,549.4
INV204107,10131,7439,Product_152,Electronics,Sony,2,471.42,21-06-2023 03:00,Germany,942.84
INV204108,10412,9597,Product_84,Beauty,Loreal,5,207.42,21-06-2023 04:00,USA,1037.1
INV204109,10792,3199,Product_37,Home,Adidas,3,468.19,21-06-2023 05:00,France,1404.57
INV204110,10532,3822,Product_191,Beauty,Loreal,3,443.5,21-06-2023 06:00,UK,1330.5
INV204111,10449,6359,Product_272,Accessories,Philips,3,359.91,21-06-2023 07:00,France,1079.73
INV204112,10727,2730,Product_294,Accessories,Samsung,5,137.12,21-06-2023 08:00,France,685.6
INV204113,10521,7947,Product_232,Fashion,Nike,6,395.47,21-06-2023 09:00,Germany,2372.82
INV204114,10651,7120,Product_271,Fashion,Apple,4,73.95,21-06-2023 10:00,India,295.8
INV204115,10277,2695,Product_224,Fashion,LG,5,165.99,21-06-2023 11:00,USA,829.95
INV204116,10954,5540,Product_294,Fashion,Loreal,3,143.95,21-06-2023 12:00,Germany,431.85
INV204117,10087,7496,Product_261,Grocery,Apple,3,80.41,21-06-2023 13:00,India,241.23
INV204118,10478,3126,Product_87,Beauty,Adidas,4,82.24,21-06-2023 14:00,France,328.96
INV204119,10488,9950,Product_66,Home,Samsung,2,381.84,21-06-2023 15:00,USA,763.68
INV204120,10192,9594,Product_106,Accessories,Samsung,5,158.58,21-06-2023 16:00,India,792.9
INV204121,10625,8059,Product_148,Home,Adidas,7,220.92,21-06-2023 17:00,UK,1546.44
INV204122,10590,6702,Product_63,Fashion,Apple,5,73.54,21-06-2023 18:00,UK,367.7
INV204123,10087,3046,Product_100,Electronics,Nike,6,33.52,21-06-2023 19:00,India,201.12
INV204124,10839,7487,Product_273,Grocery,Samsung,3,88.33,21-06-2023 20:00,India,264.99
INV204125,10376,9255,Product_75,Electronics,Adidas,7,339.65,21-06-2023 21:00,India,2377.55
INV204126,10598,3835,Product_205,Home,LG,2,416.94,21-06-2023 22:00,USA,833.88
INV204127,10722,3493,Product_28,Grocery,Loreal,2,305.27,21-06-2023 23:00,USA,610.54
INV204128,10362,9399,Product_7,Grocery,Nike,2,355.79,22-06-2023 00:00,USA,711.58
INV204129,10896,1483,Product_24,Accessories,Loreal,2,33.6,22-06-2023 01:00,France,67.2
INV204130,10627,2120,Product_10,Grocery,Apple,6,236.95,22-06-2023 02:00,USA,1421.7
INV204131,10042,4779,Product_83,Home,Apple,5,437.87,22-06-2023 03:00,France,2189.35
INV204132,10802,3992,Product_209,Electronics,Samsung,7,165.93,22-06-2023 04:00,France,1161.51
INV204133,10763,8528,Product_222,Grocery,Loreal,3,299.9,22-06-2023 05:00,USA,899.7
INV204134,10490,2171,Product_117,Grocery,Sony,3,357.31,22-06-2023 06:00,France,1071.93
INV204135,10706,9918,Product_83,Electronics,Apple,1,453.14,22-06-2023 07:00,France,453.14
INV204136,10313,7142,Product_142,Accessories,Loreal,2,48.76,22-06-2023 08:00,France,97.52
INV204137,10235,2518,Product_244,Electronics,Loreal,2,285.43,22-06-2023 09:00,UK,570.86
INV204138,10612,6394,Product_40,Beauty,Sony,7,109.63,22-06-2023 10:00,France,767.41
INV204139,10476,3884,Product_60,Electronics,Samsung,4,110.43,22-06-2023 11:00,France,441.72
INV204140,10646,8873,Product_105,Home,Philips,5,422.13,22-06-2023 12:00,UK,2110.65
INV204141,10582,8601,Product_251,Home,Nike,2,342.62,22-06-2023 13:00,UK,685.24
INV204142,10130,3173,Product_267,Fashion,LG,5,68.78,22-06-2023 14:00,France,343.9
INV204143,10396,8466,Product_212,Grocery,Nike,5,135.14,22-06-2023 15:00,USA,675.7
INV204144,10346,3165,Product_205,Home,Apple,2,341.59,22-06-2023 16:00,Germany,683.18
INV204145,10644,4201,Product_246,Electronics,Adidas,4,299.23,22-06-2023 17:00,Germany,1196.92
INV204146,10128,8068,Product_40,Home,LG,6,317.4,22-06-2023 18:00,USA,1904.4
INV204147,10418,5463,Product_188,Home,Apple,7,210.58,22-06-2023 19:00,India,1474.06
INV204148,10460,4033,Product_179,Grocery,Samsung,5,158.7,22-06-2023 20:00,USA,793.5
INV204149,10008,4445,Product_169,Accessories,Philips,2,368.29,22-06-2023 21:00,Germany,736.58
INV204150,10151,6550,Product_226,Home,Philips,7,215.43,22-06-2023 22:00,UK,1508.01
INV204151,10445,5016,Product_287,Electronics,Adidas,1,31.32,22-06-2023 23:00,UK,31.32
INV204152,10250,9885,Product_183,Beauty,Samsung,4,71.14,23-06-2023 00:00,Germany,284.56
INV204153,10923,3394,Product_272,Grocery,Apple,1,194.67,23-06-2023 01:00,France,194.67
INV204154,10655,4848,Product_97,Beauty,Apple,2,408.9,23-06-2023 02:00,France,817.8
INV204155,10011,4518,Product_61,Accessories,Adidas,3,65.73,23-06-2023 03:00,Germany,197.19
INV204156,10751,9133,Product_182,Grocery,Apple,5,405.29,23-06-2023 04:00,USA,2026.45
INV204157,10627,6865,Product_238,Accessories,Apple,5,235.44,23-06-2023 05:00,India,1177.2
INV204158,10469,3019,Product_69,Beauty,Nike,7,315.49,23-06-2023 06:00,India,2208.43
INV204159,10565,9160,Product_49,Home,Sony,4,478.97,23-06-2023 07:00,France,1915.88
INV204160,10090,6845,Product_246,Grocery,Philips,6,434.47,23-06-2023 08:00,France,2606.82
INV204161,10815,5227,Product_0,Fashion,Apple,2,151.99,23-06-2023 09:00,France,303.98
INV204162,10879,4328,Product_220,Accessories,Sony,2,258.02,23-06-2023 10:00,France,516.04
INV204163,10246,5590,Product_20,Grocery,Apple,7,381.39,23-06-2023 11:00,UK,2669.73
INV204164,10505,5288,Product_130,Grocery,Nike,7,85.34,23-06-2023 12:00,India,597.38
INV204165,10572,1005,Product_70,Home,Philips,3,129.57,23-06-2023 13:00,USA,388.71
INV204166,10856,5288,Product_59,Grocery,Philips,1,97.32,23-06-2023 14:00,USA,97.32
INV204167,10925,6117,Product_10,Beauty,Loreal,3,93.91,23-06-2023 15:00,France,281.73
INV204168,10851,7951,Product_221,Beauty,Sony,7,356.68,23-06-2023 16:00,USA,2496.76
INV204169,10434,4533,Product_14,Fashion,Philips,2,64.96,23-06-2023 17:00,India,129.92
INV204170,10765,1795,Product_30,Grocery,Sony,6,398.09,23-06-2023 18:00,UK,2388.54
INV204171,10837,1051,Product_148,Beauty,LG,3,179.15,23-06-2023 19:00,India,537.45
INV204172,10756,5643,Product_196,Grocery,Nike,6,480.26,23-06-2023 20:00,France,2881.56
INV204173,10166,5874,Product_284,Fashion,Apple,5,409.14,23-06-2023 21:00,USA,2045.7
INV204174,10595,9561,Product_28,Home,Adidas,7,357.8,23-06-2023 22:00,USA,2504.6
INV204175,10586,2233,Product_91,Beauty,Adidas,2,491.67,23-06-2023 23:00,India,983.34
INV204176,10479,7942,Product_111,Beauty,Philips,3,454.32,24-06-2023 00:00,Germany,1362.96
INV204177,10559,1165,Product_73,Grocery,Sony,1,472.77,24-06-2023 01:00,France,472.77
INV204178,10005,7901,Product_132,Accessories,Nike,1,145.55,24-06-2023 02:00,India,145.55
INV204179,10059,4937,Product_45,Home,Loreal,5,434.74,24-06-2023 03:00,USA,2173.7
INV204180,10907,1533,Product_204,Fashion,Philips,7,406.19,24-06-2023 04:00,USA,2843.33
INV204181,10764,8032,Product_215,Grocery,Adidas,3,228.2,24-06-2023 05:00,Germany,684.6
INV204182,10747,5054,Product_24,Beauty,Apple,3,45.12,24-06-2023 06:00,France,135.36
INV204183,10547,4360,Product_75,Accessories,Philips,3,93.81,24-06-2023 07:00,France,281.43
INV204184,10383,2606,Product_181,Home,Samsung,2,423.62,24-06-2023 08:00,USA,847.24
INV204185,10819,9540,Product_203,Electronics,Adidas,1,313.11,24-06-2023 09:00,France,313.11
INV204186,10980,9325,Product_135,Accessories,Sony,5,372.58,24-06-2023 10:00,India,1862.9
INV204187,10841,2775,Product_34,Accessories,Apple,3,183.52,24-06-2023 11:00,India,550.56
INV204188,10245,8573,Product_182,Home,LG,2,420.82,24-06-2023 12:00,USA,841.64
INV204189,10780,7325,Product_41,Grocery,LG,6,490.4,24-06-2023 13:00,India,2942.4
INV204190,10931,6574,Product_121,Home,Loreal,6,187.99,24-06-2023 14:00,USA,1127.94
INV204191,10144,9509,Product_38,Beauty,LG,3,25.3,24-06-2023 15:00,USA,75.9
INV204192,10777,2178,Product_149,Electronics,Loreal,2,361.25,24-06-2023 16:00,Germany,722.5
INV204193,10340,8808,Product_199,Home,Loreal,4,191.22,24-06-2023 17:00,India,764.88
INV204194,10497,7698,Product_205,Grocery,Philips,4,24.74,24-06-2023 18:00,UK,98.96
INV204195,10314,4138,Product_123,Beauty,LG,4,367.54,24-06-2023 19:00,UK,1470.16
INV204196,10231,2111,Product_108,Grocery,Sony,4,356.23,24-06-2023 20:00,UK,1424.92
INV204197,10432,2178,Product_32,Beauty,Loreal,6,157.22,24-06-2023 21:00,India,943.32
INV204198,10277,4546,Product_214,Electronics,Sony,7,410.09,24-06-2023 22:00,India,2870.63
INV204199,10303,3113,Product_131,Grocery,Apple,7,331.57,24-06-2023 23:00,UK,2320.99
INV204200,10839,9128,Product_252,Electronics,Apple,7,463.59,25-06-2023 00:00,Germany,3245.13
INV204201,10312,4290,Product_158,Home,LG,2,98.81,25-06-2023 01:00,Germany,197.62
INV204202,10307,1569,Product_198,Accessories,Philips,2,294.14,25-06-2023 02:00,UK,588.28
INV204203,10067,4400,Product_1,Grocery,Nike,6,309.48,25-06-2023 03:00,USA,1856.88
INV204204,10387,9508,Product_55,Beauty,Samsung,3,311,25-06-2023 04:00,France,933
INV204205,10348,4489,Product_84,Grocery,Loreal,2,121.77,25-06-2023 05:00,India,243.54
INV204206,10562,8353,Product_2,Accessories,Nike,7,267.15,25-06-2023 06:00,UK,1870.05
INV204207,10053,1985,Product_165,Home,Apple,2,426.83,25-06-2023 07:00,Germany,853.66
INV204208,10506,3333,Product_232,Beauty,Adidas,7,222.51,25-06-2023 08:00,India,1557.57
INV204209,10983,7632,Product_239,Home,Loreal,4,427.14,25-06-2023 09:00,France,1708.56
INV204210,10367,1599,Product_90,Grocery,Loreal,6,63.59,25-06-2023 10:00,Germany,381.54
INV204211,10335,2875,Product_179,Beauty,Loreal,6,404.29,25-06-2023 11:00,USA,2425.74
INV204212,10876,1763,Product_41,Electronics,Apple,7,340.05,25-06-2023 12:00,UK,2380.35
INV204213,10732,8839,Product_36,Electronics,Apple,1,373.38,25-06-2023 13:00,Germany,373.38
INV204214,10875,9260,Product_276,Beauty,Apple,4,432.35,25-06-2023 14:00,UK,1729.4
INV204215,10167,2161,Product_291,Electronics,Adidas,6,367.49,25-06-2023 15:00,India,2204.94
INV204216,10592,4487,Product_202,Home,Loreal,3,177.66,25-06-2023 16:00,India,532.98
INV204217,10850,8296,Product_127,Fashion,Loreal,7,424.5,25-06-2023 17:00,India,2971.5
INV204218,10850,2329,Product_61,Home,Samsung,4,76.22,25-06-2023 18:00,Germany,304.88
INV204219,10882,6636,Product_25,Electronics,Adidas,6,12.21,25-06-2023 19:00,India,73.26
INV204220,10642,4376,Product_269,Home,Apple,5,372.52,25-06-2023 20:00,France,1862.6
INV204221,10798,4488,Product_46,Home,Samsung,6,10.44,25-06-2023 21:00,Germany,62.64
INV204222,10746,1129,Product_148,Beauty,Apple,6,489.21,25-06-2023 22:00,UK,2935.26
INV204223,10626,6091,Product_256,Accessories,Loreal,4,228.15,25-06-2023 23:00,Germany,912.6
INV204224,10085,9706,Product_16,Electronics,Sony,3,241.37,26-06-2023 00:00,India,724.11
INV204225,10232,6651,Product_3,Accessories,LG,5,229.6,26-06-2023 01:00,India,1148
INV204226,10175,4539,Product_28,Beauty,Nike,3,402.19,26-06-2023 02:00,France,1206.57
INV204227,10961,1997,Product_84,Home,LG,5,475.44,26-06-2023 03:00,Germany,2377.2
INV204228,10235,7437,Product_32,Accessories,Philips,7,202.59,26-06-2023 04:00,USA,1418.13
INV204229,10041,4173,Product_113,Accessories,Philips,3,399.63,26-06-2023 05:00,India,1198.89
INV204230,10440,4017,Product_257,Accessories,Loreal,7,39.58,26-06-2023 06:00,Germany,277.06
INV204231,10041,9290,Product_269,Accessories,Samsung,3,492.36,26-06-2023 07:00,France,1477.08
INV204232,10207,4421,Product_211,Home,Philips,1,197.88,26-06-2023 08:00,UK,197.88
INV204233,10508,5288,Product_65,Beauty,Apple,7,141.93,26-06-2023 09:00,France,993.51
INV204234,10044,3242,Product_160,Accessories,Sony,1,379.25,26-06-2023 10:00,USA,379.25
INV204235,10356,4711,Product_289,Fashion,Adidas,4,340.63,26-06-2023 11:00,France,1362.52
INV204236,10990,5240,Product_0,Beauty,Sony,2,226.24,26-06-2023 12:00,Germany,452.48
INV204237,10975,8187,Product_137,Beauty,Nike,7,65.3,26-06-2023 13:00,France,457.1
INV204238,10626,7725,Product_194,Fashion,Apple,5,111.87,26-06-2023 14:00,France,559.35
INV204239,10497,6084,Product_217,Fashion,Samsung,1,191.81,26-06-2023 15:00,Germany,191.81
INV204240,10470,5798,Product_25,Electronics,Loreal,1,141.57,26-06-2023 16:00,France,141.57
INV204241,10289,1447,Product_109,Beauty,LG,2,450.71,26-06-2023 17:00,France,901.42
INV204242,10374,6974,Product_277,Fashion,Adidas,6,224.76,26-06-2023 18:00,India,1348.56
INV204243,10438,5019,Product_245,Beauty,Apple,2,454.58,26-06-2023 19:00,France,909.16
INV204244,10527,2904,Product_283,Accessories,Philips,7,470.84,26-06-2023 20:00,USA,3295.88
INV204245,10539,3408,Product_126,Grocery,Adidas,2,142.72,26-06-2023 21:00,Germany,285.44
INV204246,10805,5020,Product_28,Home,Adidas,4,490.59,26-06-2023 22:00,UK,1962.36
INV204247,10133,6594,Product_155,Electronics,Apple,3,323.94,26-06-2023 23:00,France,971.82
INV204248,10832,4916,Product_215,Electronics,Adidas,4,402.44,27-06-2023 00:00,USA,1609.76
INV204249,10034,3209,Product_272,Beauty,Sony,4,10.36,27-06-2023 01:00,France,41.44
INV204250,10111,6685,Product_176,Electronics,Philips,6,66.71,27-06-2023 02:00,UK,400.26
INV204251,10298,7363,Product_7,Accessories,Apple,6,418.46,27-06-2023 03:00,Germany,2510.76
INV204252,10087,1951,Product_144,Fashion,Apple,6,287.96,27-06-2023 04:00,USA,1727.76
INV204253,10812,9574,Product_298,Beauty,Philips,6,228.18,27-06-2023 05:00,France,1369.08
INV204254,10616,7347,Product_92,Electronics,LG,1,493.48,27-06-2023 06:00,India,493.48
INV204255,10730,2528,Product_240,Grocery,Apple,1,50.52,27-06-2023 07:00,India,50.52
INV204256,10810,7277,Product_55,Accessories,Adidas,7,472.41,27-06-2023 08:00,UK,3306.87
INV204257,10125,5116,Product_270,Grocery,Philips,3,428.06,27-06-2023 09:00,France,1284.18
INV204258,10245,7015,Product_97,Electronics,Philips,6,106.08,27-06-2023 10:00,India,636.48
INV204259,10940,6379,Product_43,Beauty,Loreal,1,11.25,27-06-2023 11:00,USA,11.25
INV204260,10180,5000,Product_69,Electronics,Nike,4,283.47,27-06-2023 12:00,USA,1133.88
INV204261,10088,8859,Product_162,Home,Apple,5,164.47,27-06-2023 13:00,India,822.35
INV204262,10441,9330,Product_182,Accessories,Sony,7,113.36,27-06-2023 14:00,USA,793.52
INV204263,10848,7703,Product_34,Accessories,Nike,2,140.64,27-06-2023 15:00,Germany,281.28
INV204264,10770,5082,Product_45,Accessories,LG,6,124.77,27-06-2023 16:00,USA,748.62
INV204265,10378,2857,Product_67,Beauty,Sony,4,452.03,27-06-2023 17:00,Germany,1808.12
INV204266,10064,6878,Product_198,Fashion,Apple,2,326.58,27-06-2023 18:00,France,653.16
INV204267,10585,9823,Product_152,Grocery,LG,5,423.05,27-06-2023 19:00,USA,2115.25
INV204268,10613,2694,Product_158,Home,Adidas,7,441.73,27-06-2023 20:00,USA,3092.11
INV204269,10223,9890,Product_255,Accessories,Sony,3,492.21,27-06-2023 21:00,France,1476.63
INV204270,10945,4749,Product_234,Accessories,Nike,2,65.48,27-06-2023 22:00,Germany,130.96
INV204271,10671,7777,Product_298,Accessories,Loreal,7,410.09,27-06-2023 23:00,UK,2870.63
INV204272,10543,1571,Product_19,Accessories,Adidas,3,258.96,28-06-2023 00:00,France,776.88
INV204273,10937,9465,Product_182,Electronics,LG,3,190.43,28-06-2023 01:00,France,571.29
INV204274,10295,1973,Product_217,Fashion,LG,7,475.96,28-06-2023 02:00,France,3331.72
INV204275,10014,1987,Product_86,Accessories,Loreal,2,203.68,28-06-2023 03:00,India,407.36
INV204276,10002,6982,Product_159,Beauty,Adidas,5,90.69,28-06-2023 04:00,UK,453.45
INV204277,10559,7856,Product_24,Fashion,Sony,1,467.06,28-06-2023 05:00,Germany,467.06
INV204278,10035,4273,Product_94,Fashion,Philips,5,198.88,28-06-2023 06:00,India,994.4
INV204279,10883,2306,Product_121,Fashion,LG,6,122.47,28-06-2023 07:00,USA,734.82
INV204280,10946,7424,Product_190,Fashion,Samsung,7,496.27,28-06-2023 08:00,India,3473.89
INV204281,10544,8071,Product_101,Grocery,LG,6,267.97,28-06-2023 09:00,India,1607.82
INV204282,10544,9998,Product_134,Fashion,Apple,2,349.68,28-06-2023 10:00,India,699.36
INV204283,10937,5306,Product_100,Electronics,Philips,4,63.88,28-06-2023 11:00,UK,255.52
INV204284,10810,4822,Product_59,Grocery,Samsung,1,294.32,28-06-2023 12:00,USA,294.32
INV204285,10991,1169,Product_128,Beauty,Loreal,3,434.99,28-06-2023 13:00,France,1304.97
INV204286,10757,4478,Product_171,Accessories,Apple,4,15.2,28-06-2023 14:00,France,60.8
INV204287,10400,1631,Product_170,Accessories,Apple,1,400.86,28-06-2023 15:00,France,400.86
INV204288,10373,3926,Product_76,Grocery,LG,3,141.41,28-06-2023 16:00,USA,424.23
INV204289,10885,1234,Product_163,Grocery,Philips,4,441.56,28-06-2023 17:00,USA,1766.24
INV204290,10851,8174,Product_139,Fashion,Philips,2,304.66,28-06-2023 18:00,Germany,609.32
INV204291,10156,2950,Product_180,Grocery,LG,3,136.43,28-06-2023 19:00,France,409.29
INV204292,10508,2077,Product_21,Accessories,Adidas,4,66.73,28-06-2023 20:00,France,266.92
INV204293,10415,3789,Product_74,Fashion,Nike,1,241.72,28-06-2023 21:00,USA,241.72
INV204294,10731,6425,Product_22,Home,Adidas,4,437.36,28-06-2023 22:00,France,1749.44
INV204295,10011,2396,Product_79,Beauty,Philips,2,439.62,28-06-2023 23:00,India,879.24
INV204296,10485,2996,Product_122,Fashion,Sony,3,308.41,29-06-2023 00:00,UK,925.23
INV204297,10363,3454,Product_197,Accessories,Philips,5,468.88,29-06-2023 01:00,UK,2344.4
INV204298,10886,5783,Product_251,Beauty,LG,4,39.98,29-06-2023 02:00,Germany,159.92
INV204299,10166,2210,Product_36,Home,Samsung,4,33.98,29-06-2023 03:00,India,135.92
INV204300,10471,4189,Product_126,Beauty,Sony,3,190.63,29-06-2023 04:00,France,571.89
INV204301,10016,1996,Product_97,Fashion,Philips,7,42.6,29-06-2023 05:00,Germany,298.2
INV204302,10184,6128,Product_190,Accessories,Adidas,7,35.71,29-06-2023 06:00,USA,249.97
INV204303,10250,4556,Product_154,Accessories,Loreal,1,211.81,29-06-2023 07:00,France,211.81
INV204304,10649,2003,Product_90,Grocery,Samsung,5,460.51,29-06-2023 08:00,USA,2302.55
INV204305,10877,3345,Product_230,Grocery,Samsung,4,433.71,29-06-2023 09:00,France,1734.84
INV204306,10192,5445,Product_228,Grocery,LG,2,145.49,29-06-2023 10:00,USA,290.98
INV204307,10723,6462,Product_105,Fashion,Apple,1,188.91,29-06-2023 11:00,India,188.91
INV204308,10510,9457,Product_124,Electronics,Samsung,2,270.48,29-06-2023 12:00,Germany,540.96
INV204309,10282,4866,Product_204,Fashion,Sony,4,186.68,29-06-2023 13:00,India,746.72
INV204310,10514,1042,Product_98,Electronics,Samsung,1,385.87,29-06-2023 14:00,USA,385.87
INV204311,10038,5243,Product_16,Electronics,Nike,3,344.9,29-06-2023 15:00,France,1034.7
INV204312,10725,7056,Product_25,Home,Loreal,6,370.02,29-06-2023 16:00,India,2220.12
INV204313,10414,3732,Product_234,Home,Philips,3,169.4,29-06-2023 17:00,USA,508.2
INV204314,10342,9960,Product_71,Fashion,Sony,4,99.83,29-06-2023 18:00,UK,399.32
INV204315,10821,5500,Product_188,Fashion,Adidas,4,144.6,29-06-2023 19:00,UK,578.4
INV204316,10671,5579,Product_284,Fashion,Samsung,2,493.03,29-06-2023 20:00,France,986.06
INV204317,10158,1376,Product_202,Grocery,Adidas,7,409.93,29-06-2023 21:00,USA,2869.51
INV204318,10548,4923,Product_245,Electronics,Apple,6,71.18,29-06-2023 22:00,USA,427.08
INV204319,10376,3222,Product_157,Accessories,Sony,1,352.65,29-06-2023 23:00,India,352.65
INV204320,10271,2966,Product_268,Accessories,Adidas,4,368.31,30-06-2023 00:00,France,1473.24
INV204321,10405,2977,Product_207,Accessories,LG,5,431.35,30-06-2023 01:00,USA,2156.75
INV204322,10220,3768,Product_56,Home,Samsung,4,377.25,30-06-2023 02:00,USA,1509
INV204323,10687,8262,Product_245,Grocery,Samsung,1,30.42,30-06-2023 03:00,France,30.42
INV204324,10585,3101,Product_266,Home,Adidas,7,234.83,30-06-2023 04:00,France,1643.81
INV204325,10300,2974,Product_151,Beauty,Nike,2,427.91,30-06-2023 05:00,USA,855.82
INV204326,10516,7415,Product_154,Accessories,Samsung,2,179.04,30-06-2023 06:00,France,358.08
INV204327,10834,9565,Product_253,Home,LG,1,71.38,30-06-2023 07:00,Germany,71.38
INV204328,10043,2451,Product_166,Grocery,Loreal,1,303.37,30-06-2023 08:00,France,303.37
INV204329,10112,2984,Product_103,Home,Apple,7,72.8,30-06-2023 09:00,France,509.6
INV204330,10615,9887,Product_194,Electronics,Loreal,1,203.5,30-06-2023 10:00,UK,203.5
INV204331,10751,3315,Product_112,Home,Loreal,2,65.53,30-06-2023 11:00,USA,131.06
INV204332,10786,6232,Product_292,Fashion,Adidas,6,21.64,30-06-2023 12:00,France,129.84
INV204333,10624,7201,Product_38,Accessories,Philips,4,104.66,30-06-2023 13:00,Germany,418.64
INV204334,10059,6932,Product_32,Grocery,LG,3,290.48,30-06-2023 14:00,India,871.44
INV204335,10346,4180,Product_108,Beauty,LG,6,267.19,30-06-2023 15:00,USA,1603.14
INV204336,10797,1459,Product_200,Beauty,LG,7,137.79,30-06-2023 16:00,France,964.53
INV204337,10973,1964,Product_18,Electronics,Apple,5,80.71,30-06-2023 17:00,USA,403.55
INV204338,10137,7925,Product_232,Grocery,Nike,2,430.77,30-06-2023 18:00,France,861.54
INV204339,10407,5989,Product_3,Fashion,Sony,7,332.75,30-06-2023 19:00,UK,2329.25
INV204340,10730,5791,Product_24,Beauty,Adidas,3,305.76,30-06-2023 20:00,France,917.28
INV204341,10740,3498,Product_246,Grocery,Adidas,3,88.48,30-06-2023 21:00,Germany,265.44
INV204342,10264,9041,Product_194,Accessories,Adidas,3,152.41,30-06-2023 22:00,USA,457.23
INV204343,10347,2587,Product_131,Beauty,Loreal,1,44.84,30-06-2023 23:00,Germany,44.84
INV204344,10142,2873,Product_62,Grocery,Nike,6,10.72,01-07-2023 00:00,Germany,64.32
INV204345,10087,4594,Product_150,Accessories,Loreal,6,219.87,01-07-2023 01:00,India,1319.22
INV204346,10431,8864,Product_241,Accessories,LG,6,68.51,01-07-2023 02:00,UK,411.06
INV204347,10584,1659,Product_279,Fashion,Loreal,7,55.99,01-07-2023 03:00,France,391.93
INV204348,10421,4068,Product_37,Electronics,LG,5,161.77,01-07-2023 04:00,India,808.85
INV204349,10681,8427,Product_115,Grocery,Adidas,1,419.41,01-07-2023 05:00,Germany,419.41
INV204350,10473,3272,Product_125,Fashion,Loreal,6,462.5,01-07-2023 06:00,France,2775
