CustomerID,Country,Recency,Frequency,Monetary
10173,France,619.0,3,1429.67
10173,Germany,,3,1998.32
10173,India,493.0,7,7681.22
10173,UK,439.0,3,3611.2000000000003
10173,USA,159.0,6,5168.629999999999
10174,France,313.0,5,6438.3099999999995
10174,Germany,345.0,4,6244.68
10174,India,,4,1735.15
10174,UK,,3,4632.7
10174,USA,253.0,2,3092.08
10175,France,368.0,5,4279.22
10175,Germany,462.0,3,3935.85
10175,India,123.0,4,3502.35
10175,UK,,2,2162.99
10175,USA,223.0,3,6533.14
10176,France,155.0,5,3739.6099999999997
10176,Germany,468.0,6,7014.85
10176,India,286.0,1,1886.1
10176,UK,,4,4805.93
10176,USA,130.0,8,5484.33
10177,France,,3,3138.3399999999997
10177,Germany,,1,1000.68
10177,UK,,2,4259.13
10178,France,161.0,6,8295.52
10178,Germany,525.0,5,5937.97
10178,India,164.0,4,5381.72
10178,UK,252.0,3,4582.5
10178,USA,,2,2621.16
10179,France,620.0,4,4265.91
10179,Germany,614.0,3,1496.4
10179,India,63.0,2,1267.63
10179,UK,252.0,4,4262.62
10179,USA,,1,806.2
10180,France,156.0,7,11712.61
10180,Germany,,2,2538.4700000000003
10180,India,37.0,4,5914.66
10180,UK,64.0,3,6944.400000000001
10180,USA,,3,4152.9400000000005
10181,France,125.0,3,1490.32
10181,Germany,,1,80.64
10181,India,39.0,6,2878.45
10181,UK,371.0,1,449.14
10181,USA,,4,3626.17
10182,France,,1,1808.1
10182,Germany,,3,1829.9299999999998
10182,India,216.0,4,5191.11
10182,UK,,1,435.05
10182,USA,,2,680.12
10183,France,128.0,4,7840.13
10183,Germany,95.0,8,11822.33
10183,India,469.0,1,908.11
10183,UK,194.0,2,3012.22
10183,USA,,1,311.7
10184,France,163.0,6,2967.67
10184,Germany,551.0,2,2124.4700000000003
10184,India,5.0,4,4889.72
10184,UK,463.0,4,1488.49
10184,USA,62.0,3,629.6
10185,France,226.0,3,2721.78
10185,Germany,,1,1382.16
10185,India,71.0,2,3643.74
10185,UK,248.0,4,3701.8300000000004
10185,USA,157.0,3,1584.6
10186,France,439.0,4,4589.74
10186,Germany,157.0,5,5520.01
10186,India,,1,1364.4
10186,UK,,1,145.75
10186,USA,,1,144.48
10187,France,69.0,3,2059.36
10187,Germany,,3,2585.69
10187,India,,4,3136.04
10187,UK,400.0,4,7411.76
10187,USA,102.0,4,6905.88
10188,France,223.0,3,4740.53
10188,Germany,154.0,6,4265.9400000000005
10188,India,,1,454.63
10188,UK,558.0,5,8721.47
10188,USA,397.0,4,2397.87
10189,France,101.0,6,3635.9399999999996
10189,Germany,192.0,3,2591.1
10189,India,371.0,2,1150.27
10189,UK,587.0,4,2779.74
10189,USA,406.0,3,871.49
10190,France,,2,4110.889999999999
10190,Germany,,2,2214.37
10190,India,,1,708.68
10190,UK,125.0,4,1990.24
10190,USA,2.0,1,1185.03
10191,France,159.0,5,4347.54
10191,India,42.0,4,2315.8999999999996
10191,UK,39.0,5,8962.82
10191,USA,276.0,7,8422.47
10192,France,616.0,1,43.98
10192,Germany,41.0,2,2582.1600000000003
10192,India,35.0,5,2443.5
10192,UK,248.0,1,101.82
10192,USA,103.0,3,1174.16
10193,France,645.0,1,2284.02
10193,Germany,,1,321.12
10193,India,,1,1063.2
10193,UK,222.0,2,1966.48
10193,USA,525.0,5,6858.37
10194,France,,2,5567.04
10194,Germany,312.0,5,2143.55
10194,India,276.0,2,2150.53
10194,UK,,2,629.39
10194,USA,65.0,3,3366.7799999999997
10195,France,469.0,2,1305.76
10195,Germany,246.0,1,653.1
10195,India,,1,1307.84
10195,UK,,3,4714.59
10195,USA,187.0,5,5751.83
10196,France,96.0,2,1096.5
10196,Germany,94.0,8,5550.64
10196,India,,2,1950.98
10196,UK,62.0,5,3616.2699999999995
10196,USA,155.0,1,1980.96
10197,France,191.0,4,2645.91
10197,Germany,467.0,2,1137.68
10197,India,462.0,3,2467.32
10197,UK,68.0,4,3619.13
10197,USA,133.0,5,5470.610000000001
10198,France,,2,2849.12
10198,Germany,,3,3693.4900000000002
10198,India,250.0,3,3321.48
10198,UK,,2,3174.6400000000003
10198,USA,496.0,4,2714.52
10199,France,371.0,5,4856.55
10199,Germany,432.0,4,4381.97
10199,India,642.0,1,133.14
10199,UK,403.0,2,2131.25
10199,USA,104.0,2,1749.05
10200,France,9.0,3,4105.969999999999
10200,Germany,,1,1271.41
10200,India,,2,2189.67
10200,UK,591.0,3,6797.16
10200,USA,42.0,2,3965.8199999999997
10201,France,280.0,3,2943.0
10201,Germany,254.0,3,772.76
10201,India,,1,1756.72
10201,UK,34.0,4,3776.11
10201,USA,31.0,3,2309.3
10202,France,127.0,2,1850.36
10202,Germany,404.0,3,5327.18
10202,India,252.0,3,1449.42
10202,UK,33.0,6,8900.94
10202,USA,520.0,1,141.5
10203,France,,1,1325.88
10203,Germany,185.0,5,4843.88
10203,India,133.0,3,4547.99
10203,UK,134.0,5,4049.44
10203,USA,98.0,4,6323.81
10204,France,219.0,4,2629.0199999999995
10204,Germany,38.0,3,1805.65
10204,India,,1,537.0
10204,UK,,2,2691.78
10204,USA,315.0,4,2896.03
10205,France,37.0,2,629.14
10205,Germany,585.0,3,5084.34
10205,India,462.0,3,5731.799999999999
10205,UK,,2,2024.22
10205,USA,367.0,4,2948.49
10206,France,218.0,3,908.3
10206,Germany,99.0,1,2088.8
10206,India,73.0,3,3722.03
10206,UK,,3,4942.55
10206,USA,,3,4338.7699999999995
10207,France,67.0,4,3264.1
10207,Germany,193.0,6,7314.36
10207,India,,4,3998.26
10207,UK,310.0,5,3948.41
10207,USA,31.0,6,4994.76
10208,France,131.0,3,1511.84
10208,Germany,,2,4098.25
10208,India,,2,1070.47
10208,UK,245.0,3,3765.64
10208,USA,125.0,5,5054.16
10209,France,62.0,3,708.1999999999999
10209,Germany,,1,1811.75
10209,India,66.0,4,5584.0599999999995
10209,UK,,1,436.64
10209,USA,552.0,3,3488.48
10210,France,68.0,5,3896.1800000000003
10210,Germany,34.0,5,3294.6500000000005
10210,India,71.0,6,11044.470000000001
10210,UK,71.0,3,1542.7800000000002
10210,USA,,1,193.83
10211,France,6.0,6,6478.68
10211,Germany,527.0,1,1021.75
10211,India,403.0,4,5246.37
10211,USA,64.0,5,3791.13
10212,France,642.0,2,2780.7599999999998
10212,Germany,72.0,4,2287.69
10212,India,,1,2410.38
10212,UK,,3,2993.75
10212,USA,188.0,4,4099.46
10213,France,614.0,4,3979.36
10213,Germany,,2,708.98
10213,India,162.0,5,5521.09
10213,UK,33.0,5,5276.66
10213,USA,5.0,6,6140.99
10214,France,103.0,6,5011.280000000001
10214,Germany,618.0,2,682.94
10214,India,133.0,1,327.15
10214,UK,342.0,3,3317.78
10215,France,184.0,3,2974.4
10215,Germany,99.0,2,1752.0
10215,India,,1,144.38
10215,UK,284.0,4,2247.8
10215,USA,38.0,5,7252.27
10216,France,,2,2316.68
10216,Germany,248.0,4,7870.17
10216,India,39.0,4,9173.78
10216,UK,,2,352.65999999999997
10216,USA,,3,3458.02
10217,France,522.0,4,5485.49
10217,Germany,36.0,2,1404.31
10217,India,,2,3323.24
10217,UK,,2,2805.66
10217,USA,,3,1908.04
10218,France,10.0,2,3004.35
10218,India,490.0,2,771.75
10218,UK,610.0,2,5575.92
10218,USA,38.0,4,5624.3
10219,France,,1,204.05
10219,Germany,585.0,4,1939.98
10219,India,6.0,1,430.65
10219,UK,,2,2397.48
10219,USA,,1,2327.05
10220,France,,1,1987.0
10220,Germany,467.0,4,3729.35
10220,India,,2,1671.52
10220,UK,98.0,2,1184.1000000000001
10220,USA,248.0,4,4448.25
10221,Germany,73.0,4,5904.11
10221,India,216.0,7,4980.9
10221,UK,312.0,4,6375.63
10221,USA,129.0,4,2108.15
10222,France,311.0,6,9270.31
10222,Germany,,3,2063.48
10222,India,69.0,1,926.78
10222,UK,156.0,3,2398.59
10222,USA,126.0,1,401.64
10223,France,,5,4896.110000000001
10223,Germany,,4,2980.46
10223,India,462.0,2,2827.2200000000003
10223,UK,252.0,3,1028.55
10223,USA,,1,58.78
10224,France,431.0,3,3428.11
10224,Germany,5.0,3,4244.280000000001
10224,India,,2,2023.3799999999999
10224,UK,247.0,4,6950.0
10224,USA,98.0,5,3327.5
10225,France,,4,3666.5
10225,Germany,73.0,3,5486.780000000001
10225,India,93.0,6,5779.4
10225,UK,,3,2323.14
10225,USA,,3,3025.57
10226,France,,3,4805.969999999999
10226,Germany,38.0,3,5224.4
10226,India,524.0,2,2473.68
10226,UK,222.0,4,8462.28
10226,USA,249.0,3,3407.3199999999997
10227,France,336.0,2,3572.96
10227,Germany,277.0,3,3807.5
10227,India,552.0,4,5399.81
10227,UK,98.0,3,1484.73
10227,USA,215.0,4,4921.110000000001
10228,France,253.0,4,5032.19
10228,Germany,,1,1636.81
10228,India,34.0,2,1566.6399999999999
10228,UK,,1,187.32
10229,France,,1,1430.49
10229,Germany,,3,840.92
10229,India,375.0,6,4283.29
10229,UK,278.0,2,424.24
10229,USA,9.0,3,4102.0
10230,France,,1,3222.38
10230,Germany,156.0,2,1087.34
10230,India,,1,2186.75
10230,UK,5.0,6,8958.09
10230,USA,190.0,8,10562.92
10231,France,,2,2444.2000000000003
10231,Germany,1.0,6,6693.97
10231,India,36.0,6,8330.54
10231,UK,,1,1424.92
10231,USA,8.0,4,5760.48
10232,France,68.0,3,1657.61
10232,India,185.0,6,8849.14
10232,UK,,3,4252.71
10232,USA,164.0,7,8211.45
10233,France,559.0,3,2525.91
10233,Germany,,1,1833.48
10233,India,311.0,5,5458.5
10233,UK,280.0,3,6032.5
10233,USA,,2,1676.71
10234,France,8.0,1,338.43
10234,Germany,641.0,2,3176.04
10234,India,190.0,2,1455.6799999999998
10234,UK,3.0,4,5175.49
10234,USA,8.0,6,4875.5199999999995
10235,France,,3,1257.5
10235,Germany,98.0,4,2546.95
10235,India,93.0,6,6582.86
10235,UK,125.0,4,2396.52
10235,USA,102.0,4,2831.6
10236,France,,3,3683.99
10236,Germany,408.0,3,4759.82
10236,India,,1,2074.8
10236,UK,,5,4756.51
10236,USA,70.0,4,6606.5
10237,France,195.0,3,1286.59
10237,Germany,280.0,2,835.96
10237,India,495.0,1,1993.32
10237,UK,408.0,6,6135.53
10237,USA,35.0,5,5247.63
10238,France,39.0,9,6450.85
10238,Germany,62.0,5,3512.0
10238,India,36.0,5,5153.79
10238,UK,33.0,4,4091.9
10238,USA,3.0,2,897.5400000000001
10239,France,465.0,4,2373.13
10239,Germany,582.0,2,2530.96
10239,India,96.0,5,2663.32
10239,UK,248.0,3,2491.85
10239,USA,,3,3816.7799999999997
10240,France,,2,4565.57
10240,Germany,99.0,3,3529.66
10240,India,372.0,3,3329.54
10240,UK,528.0,4,4880.61
10240,USA,526.0,2,2856.71
10241,France,500.0,3,549.56
10241,Germany,154.0,7,4588.79
10241,India,401.0,2,3186.9900000000002
10241,UK,216.0,5,5627.27
10241,USA,103.0,5,4260.74
10242,France,192.0,3,1929.0300000000002
10242,Germany,254.0,4,4433.91
10242,India,8.0,4,3468.22
10242,UK,376.0,6,7048.129999999999
10242,USA,,1,868.64
10243,France,,2,1830.3799999999999
10243,Germany,553.0,1,399.08
10243,India,489.0,4,3360.09
10243,UK,462.0,6,4872.3
10244,France,317.0,2,2249.83
10244,Germany,,1,2525.88
10244,India,285.0,8,10280.33
10244,UK,222.0,4,1445.9099999999999
10244,USA,62.0,7,5873.6900000000005
10245,France,371.0,5,5058.89
10245,Germany,218.0,6,6183.79
10245,India,460.0,6,6374.87
10245,UK,377.0,1,2344.68
10245,USA,402.0,2,1975.44
10246,France,345.0,3,1812.46
10246,Germany,222.0,2,2854.19
10246,India,1.0,6,3828.3399999999997
10246,UK,70.0,7,10127.96
10246,USA,489.0,3,1656.57
10247,France,184.0,6,5942.09
10247,India,403.0,4,5305.51
10247,UK,346.0,4,4797.63
10248,France,64.0,3,2834.01
10248,Germany,559.0,3,2172.1099999999997
10248,India,216.0,2,2854.8
10248,UK,32.0,6,6080.82
10248,USA,248.0,2,4631.530000000001
10249,France,522.0,3,6150.2
10249,Germany,316.0,5,4624.16
10249,India,68.0,8,10367.960000000001
10249,UK,101.0,1,1907.1
10249,USA,586.0,1,2616.6
10250,France,590.0,4,2198.98
10250,Germany,,4,3508.7
10250,India,,1,158.3
10250,UK,495.0,4,4837.26
10250,USA,553.0,2,1017.53
10251,France,159.0,3,2230.76
10251,Germany,276.0,4,3334.39
10251,India,127.0,4,5062.73
10251,UK,581.0,4,4254.610000000001
10251,USA,156.0,3,4820.65
10252,France,97.0,6,7444.35
10252,Germany,165.0,3,3071.4
10252,India,,2,2518.84
10252,UK,430.0,2,1914.34
10252,USA,,1,268.68
10253,France,406.0,3,4366.44
10253,Germany,646.0,1,701.4
10253,India,429.0,5,5380.18
10253,UK,125.0,4,4804.82
10253,USA,104.0,6,4819.150000000001
10254,France,62.0,3,3717.5299999999997
10254,Germany,404.0,4,5779.57
10254,India,224.0,4,4869.49
10254,UK,,3,2477.97
10254,USA,651.0,3,4063.12
10255,France,,1,155.37
10255,Germany,93.0,6,2010.68
10255,India,,1,360.92
10255,UK,,1,894.34
10255,USA,,1,2387.07
10256,France,430.0,4,3118.23
10256,Germany,186.0,5,1618.2
10256,India,583.0,4,4678.19
10256,UK,165.0,2,854.56
10256,USA,,2,3409.16
10257,France,164.0,4,2162.58
10257,Germany,,1,371.2
10257,India,,1,495.39
10257,UK,342.0,3,3256.12
10257,USA,,6,2506.93
10258,France,531.0,2,3375.04
10258,India,498.0,1,2480.6
10258,UK,132.0,3,2823.21
10258,USA,129.0,5,8459.48
10259,France,,3,1443.94
10259,Germany,,1,1235.71
10259,India,465.0,2,2039.44
10259,UK,438.0,3,1902.6799999999998
10259,USA,104.0,7,3815.07
10260,France,184.0,5,1621.5300000000002
10260,Germany,35.0,4,3747.63
10260,India,375.0,3,3573.01
10260,UK,41.0,5,7273.43
10260,USA,554.0,3,2577.44
10261,France,282.0,4,4212.26
10261,Germany,276.0,5,6430.39
10261,India,309.0,2,2737.59
10261,UK,,3,2445.38
10261,USA,522.0,2,2424.03
10262,France,,2,994.35
10262,Germany,,3,556.2
10262,India,342.0,2,1758.3600000000001
10262,UK,251.0,7,6210.17
10262,USA,220.0,3,2638.49
10263,France,219.0,2,1124.15
10263,Germany,159.0,2,1677.17
10263,India,40.0,6,3092.77
10263,UK,162.0,4,5510.3
10263,USA,,2,311.9
10264,France,649.0,1,219.5
10264,Germany,222.0,1,360.19
10264,India,495.0,5,3106.3599999999997
10264,UK,5.0,3,4509.77
10264,USA,317.0,4,905.0300000000001
10265,France,610.0,3,3418.48
10265,India,405.0,3,4875.5599999999995
10265,UK,556.0,4,6376.24
10265,USA,,2,1034.74
10266,France,,1,435.66
10266,Germany,34.0,6,9155.83
10266,India,40.0,3,4662.900000000001
10266,UK,11.0,3,4231.2
10266,USA,644.0,5,2115.64
10267,France,104.0,2,401.03000000000003
10267,Germany,,2,610.51
10267,India,133.0,3,3764.7599999999998
10267,UK,553.0,1,342.08
10267,USA,463.0,2,2045.23
10268,Germany,,2,3545.22
10268,India,,1,753.98
10268,UK,,4,1837.82
10268,USA,307.0,3,3483.33
10269,France,615.0,3,2237.12
10269,Germany,123.0,4,8761.21
10269,India,,2,2351.55
10269,UK,397.0,5,7429.21
10269,USA,,3,3285.79
10270,France,123.0,5,6930.3
10270,Germany,128.0,2,1001.62
10270,India,,2,3284.04
10270,UK,245.0,4,2341.1400000000003
10270,USA,,2,2070.45
10271,France,184.0,3,3673.1000000000004
10271,Germany,157.0,3,3578.87
10271,India,342.0,5,5366.29
10271,UK,275.0,4,6050.79
10271,USA,4.0,3,3569.42
10272,France,72.0,1,1480.6
10272,Germany,157.0,4,2106.86
10272,India,,1,113.32
10272,UK,67.0,3,969.61
10272,USA,369.0,3,2862.09
10273,France,,2,2860.54
10273,Germany,617.0,1,469.02
10273,India,,1,251.52
10273,UK,,1,734.82
10273,USA,244.0,2,190.53
10274,France,10.0,4,5554.639999999999
10274,Germany,,1,2321.69
10274,India,555.0,2,2748.43
10274,UK,73.0,4,3628.75
10274,USA,530.0,3,1927.6799999999998
10275,France,,2,1456.08
10275,Germany,,2,263.03
10275,UK,70.0,4,7207.01
10275,USA,,1,624.72
10276,France,559.0,4,3978.05
10276,Germany,4.0,6,4546.23
10276,India,651.0,1,1964.97
10276,UK,,1,193.14
10276,USA,126.0,7,8801.53
10277,France,310.0,6,10209.97
10277,Germany,283.0,3,2009.27
10277,India,,2,3596.6000000000004
10277,UK,11.0,4,4004.68
10277,USA,219.0,6,6466.55
10278,France,,4,2455.95
10278,Germany,,2,1197.94
10278,India,220.0,3,2173.25
10278,UK,310.0,6,8097.33
10278,USA,11.0,3,2677.6099999999997
10279,France,225.0,7,5718.66
10279,Germany,125.0,3,1605.79
10279,India,124.0,5,5049.74
10279,UK,367.0,2,623.78
10279,USA,430.0,3,4227.88
10280,France,311.0,6,6257.92
10280,Germany,5.0,5,4018.41
10280,India,,2,2483.53
10280,UK,314.0,1,1672.8
10280,USA,100.0,4,6064.25
10281,France,160.0,3,1231.45
10281,Germany,343.0,3,3420.44
10281,India,531.0,2,2336.64
10281,UK,404.0,7,11645.56
10281,USA,66.0,3,3642.6499999999996
10282,France,407.0,2,1686.5
10282,Germany,95.0,3,3114.2
10282,India,367.0,4,2940.57
10282,UK,,2,2050.95
10282,USA,399.0,3,2093.07
10283,France,,4,3805.79
10283,India,,4,5547.509999999999
10283,UK,163.0,2,731.85
10283,USA,,3,2673.41
10284,France,315.0,5,3718.85
10284,Germany,432.0,6,4077.05
10284,India,126.0,2,1142.62
10284,UK,8.0,3,4661.27
10284,USA,1.0,2,3539.92
10285,France,95.0,1,1231.08
10285,Germany,3.0,5,4647.17
10285,India,193.0,3,745.0200000000001
10285,UK,128.0,6,5465.84
10285,USA,,4,3093.39
10286,France,192.0,3,3082.67
10286,India,,2,813.7800000000001
10286,UK,561.0,2,1300.26
10286,USA,278.0,5,3012.67
10287,France,,2,1772.0500000000002
10287,Germany,376.0,4,5747.0599999999995
10287,India,,1,245.52
10287,UK,41.0,3,3348.67
10287,USA,312.0,6,5314.18
10288,France,523.0,2,2161.68
10288,Germany,560.0,2,1979.0900000000001
10288,India,104.0,6,5691.93
10288,UK,,2,1759.3899999999999
10289,France,470.0,4,3021.56
10289,Germany,3.0,4,8481.32
10289,India,336.0,3,4427.360000000001
10289,UK,616.0,1,445.92
10289,USA,,1,1838.2
10290,France,281.0,4,6112.9800000000005
10290,Germany,,5,4933.62
10290,India,8.0,3,1567.5
10290,UK,67.0,5,4293.5
10291,Germany,41.0,4,2912.45
10291,India,65.0,3,3058.51
10291,UK,,1,471.84
10291,USA,286.0,2,3845.63
10292,France,,3,2674.48
10292,Germany,97.0,3,2711.0
10292,India,188.0,3,5989.709999999999
10292,UK,429.0,2,5580.33
10292,USA,,2,2608.42
10293,France,132.0,3,1377.76
10293,Germany,,2,1947.26
10293,India,609.0,4,3136.5699999999997
10293,UK,255.0,5,6240.950000000001
10293,USA,184.0,5,6350.42
10294,France,614.0,3,2619.8
10294,Germany,187.0,4,2880.35
10294,India,35.0,4,5584.83
10294,UK,,2,3102.1499999999996
10294,USA,,1,821.12
10295,France,550.0,3,3801.3399999999997
10295,Germany,188.0,4,3691.44
10295,India,68.0,3,3812.59
10295,UK,,3,1119.2800000000002
10295,USA,218.0,5,4566.29
10296,France,492.0,10,6209.16
10296,Germany,69.0,3,6364.780000000001
10296,India,408.0,3,3508.56
10296,UK,,4,1935.03
10296,USA,,1,530.64
10297,France,613.0,3,1817.1100000000001
10297,India,431.0,2,712.0
10297,UK,36.0,2,2476.44
10297,USA,134.0,5,5763.85
10298,France,,3,4247.5599999999995
10298,Germany,99.0,7,6539.9400000000005
10298,India,,3,1101.87
10299,France,38.0,2,3979.54
10299,Germany,216.0,2,4283.79
10299,India,552.0,1,1495.71
10299,UK,345.0,2,933.32
10299,USA,,2,3128.3
10300,France,316.0,3,2193.23
10300,Germany,,5,1465.03
10300,India,551.0,2,3304.83
10300,UK,550.0,7,8168.09
10300,USA,430.0,6,4760.76
10301,Germany,281.0,2,2148.68
10301,India,,2,1521.9699999999998
10301,UK,,1,169.96
10301,USA,407.0,3,1953.11
10302,France,370.0,2,3132.8
10302,Germany,39.0,3,2426.85
10302,India,223.0,5,6544.51
10302,UK,254.0,4,4298.87
10302,USA,433.0,3,5763.1
10303,France,94.0,3,4449.37
10303,Germany,,3,1415.1
10303,India,,2,971.1
10303,UK,406.0,4,5959.69
10303,USA,125.0,3,1209.91
10304,France,130.0,3,4959.96
10304,Germany,158.0,2,1870.2
10304,India,339.0,2,1698.17
10304,UK,317.0,4,5525.46
10304,USA,,3,3763.9900000000002
10305,France,,3,3158.2200000000003
10305,Germany,619.0,2,3048.45
10305,India,467.0,5,5750.68
10305,USA,63.0,2,179.14999999999998
10306,France,32.0,5,5111.32
10306,Germany,,1,2957.71
10306,India,34.0,2,1049.54
10306,UK,,4,2938.19
10306,USA,278.0,3,4011.2
10307,France,,1,1231.4
10307,Germany,,1,657.14
10307,India,9.0,3,2255.16
10307,UK,,4,6604.99
10307,USA,278.0,2,939.8499999999999
10308,France,,3,3647.7
10308,Germany,,3,1869.68
10308,India,499.0,2,2632.4700000000003
10308,UK,558.0,2,1771.84
10308,USA,,3,638.66
10309,France,246.0,3,2627.94
10309,Germany,462.0,6,6571.139999999999
10309,India,404.0,3,1402.3899999999999
10309,UK,93.0,7,8047.75
10309,USA,252.0,1,532.1
10310,France,,1,2073.15
10310,India,587.0,3,2025.6100000000001
10310,UK,,2,2343.8100000000004
10310,USA,193.0,7,7190.25
10311,Germany,467.0,3,4231.47
10311,India,,1,1285.65
10311,UK,131.0,4,3976.79
10311,USA,,2,982.1600000000001
10312,France,12.0,3,2527.3199999999997
10312,Germany,,2,315.79
10312,India,,1,1032.78
10312,UK,226.0,3,3926.85
10312,USA,432.0,4,1704.53
10313,France,253.0,9,6799.02
10313,Germany,,1,157.36
10313,UK,397.0,4,1658.83
10313,USA,245.0,4,1759.09
10314,France,432.0,4,3954.51
10314,India,275.0,4,5305.33
10314,UK,,3,2708.2
10314,USA,,4,2086.0699999999997
10315,France,68.0,3,2366.4300000000003
10315,Germany,2.0,5,3655.3199999999997
10315,India,,1,1968.05
10315,UK,253.0,4,3174.74
10315,USA,588.0,2,2135.82
10316,France,3.0,5,3733.87
10316,Germany,398.0,3,4842.620000000001
10316,India,591.0,2,2716.97
10316,UK,195.0,2,2672.03
10316,USA,,3,1105.29
10317,France,247.0,4,5154.2
10317,Germany,37.0,6,6213.84
10317,India,,2,867.6800000000001
10317,USA,643.0,1,902.22
10318,France,159.0,3,1256.3600000000001
10318,Germany,613.0,3,670.12
10318,India,,1,931.9
10318,UK,131.0,4,3641.1499999999996
10318,USA,94.0,7,9993.789999999999
10319,Germany,343.0,4,3099.3
10319,India,128.0,9,7558.1
10319,UK,,1,156.75
10319,USA,159.0,2,815.8299999999999
10320,France,36.0,3,2387.42
10320,Germany,,4,3316.74
10320,India,,2,1080.54
10320,UK,375.0,5,2337.5699999999997
10320,USA,69.0,3,4728.96
10321,France,188.0,4,4661.59
10321,Germany,646.0,2,1109.08
10321,UK,185.0,5,3268.46
10321,USA,,1,552.68
10322,France,339.0,3,1433.0900000000001
10322,Germany,127.0,4,3064.64
10322,India,591.0,4,4618.22
10322,UK,560.0,3,1008.64
10322,USA,338.0,2,2366.83
10323,France,195.0,4,4026.2799999999997
10323,Germany,192.0,6,6759.74
10323,India,,2,2367.8199999999997
10323,UK,221.0,2,2829.73
10323,USA,5.0,9,7507.09
10324,France,,1,747.63
10324,Germany,126.0,2,2130.39
10324,India,95.0,3,4024.84
10324,UK,,2,1222.46
10324,USA,,1,384.17
10325,France,466.0,1,1111.8
10325,Germany,165.0,3,1878.69
10325,India,642.0,2,5368.02
10325,UK,496.0,4,3195.99
10325,USA,,1,477.9
10326,France,164.0,5,2435.94
10326,Germany,,4,3662.21
10326,India,1.0,6,6916.46
10326,UK,32.0,6,9732.23
10326,USA,4.0,4,5570.83
10327,France,37.0,7,3551.95
10327,Germany,126.0,2,2738.34
10327,India,,3,3420.82
10327,UK,224.0,7,8697.52
10327,USA,370.0,4,1175.1299999999999
10328,France,368.0,4,3569.0699999999997
10328,Germany,104.0,4,6427.93
10328,India,278.0,2,4078.12
10328,UK,,1,459.38
10328,USA,,4,5961.949999999999
10329,France,,1,845.49
10329,Germany,337.0,5,3957.39
10329,India,219.0,3,1742.25
10329,UK,522.0,1,1397.16
10329,USA,,1,1081.2
10330,France,,1,149.22
10330,Germany,464.0,1,592.69
10330,India,399.0,1,1255.41
10330,UK,162.0,4,2405.54
10330,USA,191.0,3,2560.35
10331,France,,2,1804.9900000000002
10331,Germany,134.0,4,3821.74
10331,India,367.0,3,3723.3599999999997
10331,UK,101.0,4,4962.37
10332,France,217.0,5,4763.84
10332,Germany,,2,3106.3
10332,India,5.0,5,4936.27
10332,UK,226.0,3,5754.24
10332,USA,283.0,4,3524.0499999999997
10333,France,371.0,4,3900.51
10333,Germany,336.0,2,3439.3199999999997
10333,India,523.0,2,3173.2999999999997
10333,UK,,2,896.54
10333,USA,,2,920.1899999999999
10334,France,342.0,4,2035.6899999999998
10334,Germany,,3,2861.88
10334,India,124.0,6,6715.95
10334,UK,308.0,6,6468.66
10334,USA,,1,781.8
10335,Germany,195.0,3,5787.39
10335,UK,128.0,2,1139.52
10335,USA,500.0,3,3879.91
10336,France,648.0,2,1137.88
10336,Germany,158.0,4,4970.87
10336,India,246.0,4,3641.43
10336,UK,193.0,5,7893.98
10336,USA,,1,2499.78
10337,France,5.0,7,6212.5599999999995
10337,Germany,103.0,3,4047.92
10337,India,,1,278.63
10337,UK,377.0,2,1346.25
10337,USA,494.0,1,1865.72
10338,Germany,,1,1422.05
10338,India,521.0,4,3696.56
10338,UK,191.0,4,3523.44
10338,USA,644.0,1,196.84
10339,France,68.0,5,8734.58
10339,Germany,95.0,1,1522.3
10339,India,42.0,3,4996.17
10339,UK,101.0,8,8231.880000000001
10339,USA,345.0,5,3891.5299999999997
10340,France,,2,748.49
10340,Germany,34.0,3,3813.08
10340,India,,4,5794.43
10340,UK,338.0,4,2262.37
10340,USA,123.0,3,1551.13
10341,France,316.0,3,4837.37
10341,Germany,163.0,3,3120.49
10341,India,531.0,2,2135.6
10341,UK,41.0,4,3184.27
10341,USA,438.0,4,1747.12
10342,France,163.0,3,3390.34
10342,Germany,35.0,3,1558.75
10342,India,,1,110.48
10342,UK,283.0,4,4019.5600000000004
10342,USA,36.0,3,1673.15
10343,France,,2,3329.21
10343,Germany,133.0,2,2737.7599999999998
10343,India,314.0,2,796.47
10343,UK,126.0,6,8533.94
10343,USA,314.0,5,6717.66
10344,France,617.0,4,1518.6999999999998
10344,Germany,618.0,3,1149.0
10344,UK,4.0,5,5144.92
10344,USA,255.0,9,11919.939999999999
10345,France,344.0,6,6833.72
10345,Germany,,6,6223.07
10345,India,187.0,2,302.5
10345,UK,,2,4020.37
10345,USA,,3,3356.96
10346,France,372.0,1,367.1
10346,Germany,,4,4999.68
10346,India,,2,1878.33
10346,UK,221.0,6,4708.32
10346,USA,,1,1603.14
10347,France,97.0,3,4804.59
10347,Germany,404.0,4,3348.25
10347,India,,3,1718.75
10347,UK,461.0,3,4828.9400000000005
10347,USA,,2,3744.55
10348,France,341.0,1,357.6
10348,Germany,101.0,2,2261.92
10348,India,71.0,7,5923.04
10348,UK,,3,6134.92
10348,USA,190.0,1,484.86
10349,UK,103.0,5,4154.04
10349,USA,218.0,4,3403.36
10350,France,,4,1426.49
10350,Germany,583.0,5,4224.889999999999
10350,India,399.0,2,985.0600000000001
10350,UK,529.0,4,3391.78
